idx,name,description,label,software
4355,krb_caseins_users,Sets whether GSSAPI user names should be treated case-insensitively. ,security,postgresql
4356,db_user_namespace,This parameter enables per-database user names.,others,postgresql
4357,shared_buffers,Sets the amount of memory the database server uses for shared memory buffers. ,performance,postgresql
4358,huge_pages,Enables/disables the use of huge memory pages.,performance,postgresql
4359,temp_buffers,Sets the maximum number of temporary buffers used by each database session.,performance,postgresql
4360,max_prepared_transactions,Sets the maximum number of transactions that can be in the prepared state simultaneously,performance,postgresql
4361,work_mem,Specifies the amount of memory to be used by internal sort operations and hash tables before writing,performance,postgresql
4362,maintenance_work_mem,Specifies the maximum amount of memory to be used by maintenance operations,performance,postgresql
4363,autovacuum_work_mem,Specifies the maximum amount of memory to be used by each autovacuum worker process.,performance,postgresql
4364,max_stack_depth,Specifies the maximum safe depth of the server's execution stack. ,reliability,postgresql
4365,dynamic_shared_memory_type,Specifies the dynamic shared memory implementation that the server should use. ,performance,postgresql
4366,temp_file_limit,Specifies the maximum amount of disk space that a process can use for temporary files,performance,postgresql
4367,max_files_per_process,Sets the maximum number of simultaneously open files allowed to each server subprocess.,performance,postgresql
4368,vacuum_cost_delay,"The length of time, in milliseconds, that the process will sleep when the cost limit has been exceeded.",reliability,postgresql
4369,vacuum_cost_page_hit,The estimated cost for vacuuming a buffer found in the shared buffer cache.,performance,postgresql
4370,vacuum_cost_page_miss,The estimated cost for vacuuming a buffer that has to be read from disk.,performance,postgresql
4371,vacuum_cost_page_dirty,The estimated cost charged when vacuum modifies a block that was previously clean.,performance,postgresql
4372,vacuum_cost_limit,The accumulated cost that will cause the vacuuming process to sleep. ,reliability,postgresql
4373,bgwriter_delay,Specifies the delay between activity rounds for the background writer.,reliability,postgresql
4374,bgwriter_lru_maxpages,"In each round, no more than this many buffers will be written by the background writer. Setting this to zero disables background writing.",performance,postgresql
4375,bgwriter_lru_multiplier,The number of dirty buffers  needed by server processes during recent rounds.,performance,postgresql
4376,bgwriter_flush_after,limit the amount of dirty data in the kernel's page cache,reliability,postgresql
4377,effective_io_concurrency,Sets the number of concurrent disk I/O operations that PostgreSQL expects can be executed simultaneously.,performance,postgresql
4378,max_worker_processes,Sets the maximum number of background processes that the system can support.,performance,postgresql
4379,max_parallel_workers_per_gather,Sets the maximum number of workers that can be started by a single Gather node. ,performance,postgresql
4380,backend_flush_after,"Whenever more than backend_flush_after bytes have been written by a single backend, attempt to force the OS to issue these writes to the underlying storage.",reliability,postgresql
4381,old_snapshot_threshold,Sets the minimum time that a snapshot can be used without risk ,reliability,postgresql
4382,fsync,"While turning off fsync is often a performance benefit, this can result in unrecoverable data corruption in the event of a power failure or system crash.",performance,postgresql
4383,synchronous_commit,Specifies whether transaction commit will wait for WAL records to be written to disk before the command returns a success indication to the client.,reliability,postgresql
4384,wal_sync_method,Method used for forcing WAL updates out to disk.,others,postgresql
4385,full_page_writes,"When this parameter is on, the PostgreSQL server writes the entire content of each disk page to WAL during the first modification of that page after a checkpoint. ",others,postgresql
4386,wal_log_hints,"When this parameter is on, the PostgreSQL server writes the entire content",debuggability,postgresql
4387,wal_compression,"When this parameter is on, the PostgreSQL server compresses a full page image ",performance,postgresql
4388,wal_buffers,The amount of shared memory used for WAL data that has not yet been written to disk.,performance,postgresql
4389,wal_writer_delay,Specifies how often the WAL writer flushes WAL.,reliability,postgresql
4390,wal_writer_flush_after,Specifies how often the WAL writer flushes WAL.,reliability,postgresql
4391,commit_delay ,This can improve  group commit throughput,performance,postgresql
4392,commit_siblings,A larger value makes it more probable,performance,postgresql
4393,checkpoint_timeout,"Maximum time between automatic WAL checkpoints, in seconds.",reliability,postgresql
4394,checkpoint_completion_target,Specifies the target of checkpoint completion,reliability,postgresql
4395,checkpoint_flush_after ,"Whenever more than checkpoint_flush_after bytes have been written while performing a checkpoint, attempt to force the OS to issue these writes to the underlying storage.",reliability,postgresql
4396,checkpoint_warning,Write a message to the server log if checkpoints caused by the filling of checkpoint segment files happen closer together than this many seconds ,debuggability,postgresql
4397,max_wal_size,Maximum size to let the WAL grow to between automatic WAL checkpoints.,reliability,postgresql
4398,min_wal_size,"As long as WAL disk usage stays below this setting, old WAL files are always recycled for future use at a checkpoint, rather than removed. ",others,postgresql
4399,archive_mode,"When archive_mode is enabled, completed WAL segments are sent to archive storage by setting archive_command.",others,postgresql
4400,archive_command,The local shell command to execute to archive a completed WAL file segment.,environment,postgresql
4401,archive_timeout," To limit how old unarchived data can be, you can set archive_timeout to force the server to switch to a new WAL segment file periodically. ",reliability,postgresql
4402,max_wal_senders,Specifies the maximum number of concurrent connections from standby servers or streaming base backup clients ,reliability,postgresql
4403,max_replication_slots ,Specifies the maximum number of replication slots  that the server can support.,reliability,postgresql
4404,wal_keep_segments,"Specifies the minimum number of past log file segments kept in the pg_xlog directory, in case a standby server needs to fetch them for streaming replication.",reliability,postgresql
4405,wal_sender_timeout,Terminate replication connections that are inactive longer than the specified number of milliseconds.,reliability,postgresql
4406,track_commit_timestamp,Record commit time of transactions. ,others,postgresql
4407,synchronous_standby_names,Specifies a list of standby servers that can support synchronous replication,environment,postgresql
4408,vacuum_defer_cleanup_age,Specifies the number of transactions by which VACUUM and HOT updates will defer cleanup of dead row versions.This allows more time for queries on the standby to complete without incurring conflicts due to early cleanup of rows. ,reliability,postgresql
4409,hot_standby,Specifies whether or not you can connect and run queries during recovery,reliability,postgresql
4410,max_standby_archive_delay,this parameter determines how long the standby server should wait before ,reliability,postgresql
4411,max_standby_streaming_delay ,"When Hot Standby is active, this parameter determines how long the standby server should wait before canceling standby queries that conflict with about-to-be-applied WAL entries",reliability,postgresql
4412,wal_receiver_status_interval ,Specifies the minimum frequency for the WAL receiver process ,reliability,postgresql
4413,hot_standby_feedback ,"Specifies whether or not a hot standby will send feedback to the primary or upstream standby about queries currently executing on the standby. This parameter can be used to eliminate query cancels caused by leanup records, but can cause database bloat on the primary for some workloads. ",reliability,postgresql
4414,wal_receiver_timeout,Terminate replication connections that are inactive longer than the specified number of milliseconds.,reliability,postgresql
4415,wal_retrieve_retry_interval,Specify how long the standby server should wait when WAL data is not available,reliability,postgresql
4416,enable_bitmapscan,Enables or disables the query planner's use of bitmap-scan plan types.,others,postgresql
4417,enable_hashagg ,Enables or disables the query planner's use of hashed aggregation plan types.,others,postgresql
4418,enable_hashjoin,Enables or disables the query planner's use of hash-join plan types.,others,postgresql
4419,enable_indexscan ,Enables or disables the query planner's use of index-scan plan types.,others,postgresql
4420,enable_indexonlyscan,Enables or disables the query planner's use of index-only-scan plan types,others,postgresql
4421,enable_material,Enables or disables the query planner's use of materialization.,others,postgresql
4422,enable_mergejoin ,Enables or disables the query planner's use of merge-join plan types. ,others,postgresql
4423,enable_nestloop,Enables or disables the query planner's use of nested-loop join plans.,others,postgresql
4424,enable_seqscan ,Enables or disables the query planner's use of sequential scan plan types. ,others,postgresql
4425,enable_sort,Enables or disables the query planner's use of explicit sort steps. ,others,postgresql
4426,enable_tidscan,Enables or disables the query planner's use of TID scan plan types,others,postgresql
4427,seq_page_cost,Sets the planner's estimate of the cost of a disk page fetch that is part of a series of sequential fetches.,performance,postgresql
4428,random_page_cost,Sets the planner's estimate of the cost of a non-sequentially-fetched disk page,performance,postgresql
4429,cpu_tuple_cost ,Sets the planner's estimate of the cost of processing each row during a query. ,performance,postgresql
4430,cpu_index_tuple_cost,Sets the planner's estimate of the cost of processing each index entry,performance,postgresql
4431,cpu_operator_cost,estimate of the cost of processing each operator or function,performance,postgresql
4432,parallel_setup_cost,estimate of the cost of launching parallel worker processes,performance,postgresql
4433,parallel_tuple_cost,estimate of the cost of transferring one tuple,performance,postgresql
4434,min_parallel_relation_size ,Sets the minimum size of relations to be considered for parallel scan,performance,postgresql
4435,effective_cache_size ,assumption about the effective size of the disk cache,performance,postgresql
4436,geqo ,Enables or disables genetic query optimization.,performance,postgresql
4437,geqo_threshold,Use genetic query optimization to plan queries with at least this many FROM items involved.,performance,postgresql
4438,geqo_effort,"Controls the trade-off between planning time and query plan quality in GEQO. This variable must be an integer in the range from 1 to 10. The default value is five. Larger values increase the time spent doing query planning, but also increase the likelihood that an efficient query plan will be chosen.",performance,postgresql
4439,geqo_pool_size ,"Controls the pool size used by GEQO, that is the number of individuals in the genetic population.",performance,postgresql
4440,geqo_seed,Controls the initial value of the random number generator used by GEQO to select random paths through the join order search space.,others,postgresql
4441,log_destination,Set this parameter to a list of desired log destinations separated by commas.,debuggability,postgresql
4442,logging_collector,This parameter enables the logging collector,debuggability,postgresql
4443,log_directory,this parameter determines the directory in which log files will be created,debuggability,postgresql
4444,log_filename,sets the file names of the created log files,debuggability,postgresql
4445,log_file_mode,sets the permissions for log files,security,postgresql
4446,log_rotation_age,determines the maximum lifetime of an individual log file. ,reliability,postgresql
4447,log_rotation_size,determines the maximum size of an individual log file,debuggability,postgresql
4448,log_truncate_on_rotation,"When logging_collector is enabled, this parameter will cause PostgreSQL to truncate",others,postgresql
4449,syslog_facility,determines the syslog facility to be used,debuggability,postgresql
4450,syslog_ident,determines the program name used to identify PostgreSQL messages in syslog logs,debuggability,postgresql
4451,syslog_sequence_numbers,"When logging to syslog and this is on (the default), then each message will be prefixed by an increasing sequence number ",debuggability,postgresql
4452,syslog_split_messages ,"When logging to syslog is enabled, this parameter determines how messages are delivered to syslog.",debuggability,postgresql
4453,event_source,determines the program name used to identify PostgreSQL messages in the log,debuggability,postgresql
4454,client_min_messages ,Controls which message levels are sent to the client. ,others,postgresql
4455,log_min_messages,Controls which message levels are written to the server log.,debuggability,postgresql
4456,log_min_error_statement,Controls which SQL statements that cause an error condition are recorded in the server log.,debuggability,postgresql
4457,log_min_duration_statement,Causes the duration of each completed statement to be logged if the statement ran for at least thespecified number of milliseconds. ,debuggability,postgresql
4458,debug_print_plan,These parameters enable various debugging output to be emitted. ,debuggability,postgresql
4459,debug_pretty_print ,"When set, debug_pretty_print indents the messages produced ",debuggability,postgresql
4460,log_checkpoints,Causes checkpoints and restartpoints to be logged in the server log.,debuggability,postgresql
4461,log_connections,Causes each attempted connection to the server to be logged,debuggability,postgresql
4462,log_disconnections,Causes session terminations to be logged,debuggability,postgresql
4463,log_duration,Causes the duration of every completed statement to be logged. ,debuggability,postgresql
4464,log_error_verbosity,Controls the amount of detail written in the server log for each message that is logged.,debuggability,postgresql
4465,log_hostname, Turning this parameter on causes logging of the host name as well.,debuggability,postgresql
4466,log_line_prefix ,This is a printf-style string that is output at the beginning of each log line. ,debuggability,postgresql
4467,log_lock_waits,Controls whether a log message is produced,debuggability,postgresql
4468,log_statement,Controls which SQL statements are logged. ,debuggability,postgresql
4469,log_replication_commands,Causes each replication command to be logged in the server log. ,debuggability,postgresql
4470,log_temp_files ,Controls logging of temporary file names and sizes. ,debuggability,postgresql
4471,log_timezone ,Sets the time zone used for timestamps written in the server log.,debuggability,postgresql
4472,cluster_name,Sets the cluster name that appears in the process title for all server processes in this cluster,others,postgresql
4473,update_process_title,Enables updating of the process title every time a new SQL command is received by the server.,others,postgresql
4474,track_activities,Enables the collection of information on the currently executing command of each session,debuggability,postgresql
4475,track_activity_query_size,Specifies the number of bytes reserved to track the currently executing command for each active session,debuggability,postgresql
4476,track_counts ,Enables collection of statistics on database activity. ,debuggability,postgresql
4477,track_io_timing,Enables timing of database I/O calls.,debuggability,postgresql
4478,track_functions,Enables tracking of function call counts and time used.,debuggability,postgresql
4479,stats_temp_directory,Sets the directory to store temporary statistics data in,environment,postgresql
4480,autovacuum,Controls whether the server should run the autovacuum launcher daemon.,reliability,postgresql
4481,log_autovacuum_min_duration,Causes each action executed by autovacuum to be logged if it ran for at least the specified number of milliseconds.,debuggability,postgresql
4482,autovacuum_max_workers ,Specifies the maximum number of autovacuum processes ,reliability,postgresql
4483,autovacuum_naptime ,Specifies the minimum delay between autovacuum runs on any given database. ,reliability,postgresql
4484,autovacuum_vacuum_threshold ,Specifies the minimum number of updated or deleted tuples needed to trigger a VACUUM in any one table.,others,postgresql
4485,autovacuum_analyze_threshold,"Specifies the minimum number of inserted, updated or deleted tuples needed to trigger an ANALYZE in any one table. ",others,postgresql
4486,autovacuum_vacuum_scale_factor ,Specifies a fraction of the table size to add to autovacuum_vacuum_threshold when deciding whether to trigger a VACUUM. ,others,postgresql
4487,autovacuum_analyze_scale_factor ,Specifies a fraction of the table size to add to autovacuum_analyze_threshold when deciding whether to trigger an ANALYZE. ,others,postgresql
4488,autovacuum_freeze_max_age,Specifies the maximum age (in transactions) that a table's pg_class.relfrozenxid field can attain before a VACUUM operation is forced to prevent transaction ID wraparound within the table.,reliability,postgresql
4489,autovacuum_multixact_freeze_max_age ,Specifies the maximum age (in multixacts) that a table's pg_class.relminmxid field can attain before a VACUUM operation is forced to prevent multixact ID wraparound within the table. ,reliability,postgresql
4490,autovacuum_vacuum_cost_delay,Specifies the cost delay value that will be used in automatic VACUUM operations.,reliability,postgresql
4491,autovacuum_vacuum_cost_limit,Specifies the cost limit value that will be used in automatic VACUUM operations.,performance,postgresql
4492,search_path,This variable specifies the order in which schemas are searched,others,postgresql
4493,row_security ,This variable controls whether to raise an error in lieu of applying a row security policy.,security,postgresql
4494,default_tablespace,This variable specifies the default tablespace in which to create objects,others,postgresql
4495,temp_tablespaces,This variable specifies tablespaces in which to create temporary objects (temp tables and indexes on temp tables) when a CREATE command does not explicitly specify a tablespace. ,environment,postgresql
4496,check_function_bodies,"When set to off, it disables validation of the function body string",security,postgresql
4497,default_transaction_isolation ,This parameter controls the default isolation level of each new transaction.,security,postgresql
4498,default_transaction_read_only,This parameter controls the default read-only status of each new transaction. ,security,postgresql
4499,default_transaction_deferrable,This parameter controls the default deferrable status of each new transaction. ,security,postgresql
4500,session_replication_role,Controls firing of replication-related triggers and rules for the current session.,reliability,postgresql
4501,statement_timeout ,Abort any statement that takes more than the specified number of milliseconds.,reliability,postgresql
4502,lock_timeout,Abort any statement that waits longer than the specified number of milliseconds ,reliability,postgresql
4503,idle_in_transaction_session_timeout,Terminate any session with an open transaction that has been idle for longer than the specified duration in milliseconds.,reliability,postgresql
4504,vacuum_freeze_table_age ,VACUUM performs an aggressive scan if the table's pg_class.relfrozenxid field has reached the age specified by this setting. ,reliability,postgresql
4505,vacuum_freeze_min_age,Specifies the cutoff age (in transactions) that VACUUM should use to decide whether to freeze row versions while scanning a table. ,reliability,postgresql
4506,vacuum_multixact_freeze_table_age,VACUUM performs an aggressive scan if the table's pg_class.relminmxid field has reached the age specified by this setting. ,reliability,postgresql
4507,vacuum_multixact_freeze_min_age,Specifies the cutoff age (in multixacts) that VACUUM should use to decide whether to replace multixact IDs with a newer transaction ID or multixact ID while scanning a table.,reliability,postgresql
4508,bytea_output ,Sets the output format for values of type bytea. ,others,postgresql
4509,xmlbinary,Sets how binary values are to be encoded in XML.,others,postgresql
4510,xmloption,Sets whether DOCUMENT or CONTENT is implicit when converting between XML and character string values. ,others,postgresql
4511,gin_pending_list_limit ,Sets the maximum size of the GIN pending list which is used when fastupdate is enabled.,reliability,postgresql
4512,DateStyle,"Sets the display format for date and time values, as well as the rules for interpreting ambiguous date input values",others,postgresql
4513,IntervalStyle,Sets the display format for interval values,others,postgresql
4514,TimeZone,Sets the time zone for displaying and interpreting time stamps.,others,postgresql
4515,timezone_abbreviations ,Sets the collection of time zone abbreviations that will be accepted by the server for datetime input.,others,postgresql
4516,extra_float_digits,This parameter adjusts the number of digits displayed for floating-point values,others,postgresql
4517,client_encoding,Sets the client-side encoding (character set),environment,postgresql
4518,lc_messages,Sets the language in which messages are displayed.,others,postgresql
4519,lc_monetary ,Sets the locale to use for formatting monetary amounts,others,postgresql
4520,lc_numeric,Sets the locale to use for formatting numbers,others,postgresql
4521,lc_time,Sets the locale to use for formatting dates and times,others,postgresql
4522,default_text_search_config ,Selects the text search configuration that is used by those variants of the text search functions that do not have an explicit argument specifying the configuration. ,others,postgresql
4523,local_preload_libraries,This variable specifies one or more shared libraries that are to be preloaded at connection start. ,performance,postgresql
4524,session_preload_libraries,This variable specifies one or more shared libraries that are to be preloaded at connection start.,performance,postgresql
4525,shared_preload_libraries,This variable specifies one or more shared libraries to be preloaded at server start.,environment,postgresql
4526,dynamic_library_path ,the system will search this path for the required file,environment,postgresql
4527,gin_fuzzy_search_limit,Soft upper limit of the size of the set returned by GIN index scans.,reliability,postgresql
4528,deadlock_timeout,"This is the amount of time, in milliseconds, to wait on a lock before checking to see if there is a deadlock condition. ",reliability,postgresql
4529,max_locks_per_transaction,This parameter controls the average number of object locks allocated for each transaction; individual transactions can lock more objects as long as the locks of all transactions fit in the lock table. ,reliability,postgresql
4530,max_pred_locks_per_transaction,This parameter controls the average number of object locks allocated for each transaction; individual transactions can lock more objects as long as the locks of all transactions fit in the lock table. ,reliability,postgresql
4531,exit_on_error,"If true, any error will terminate the current session.",reliability,postgresql
4532,restart_after_crash ,"When set to true, which is the default, PostgreSQL will automatically reinitialize after a backend crash.",reliability,postgresql
4533,allow_system_table_mods ,Allows modification of the structure of system tables.,security,postgresql
4534,ignore_system_indexes,Ignore system indexes when reading system tables (but still update the indexes when modifying the tables). This is useful when recovering from damaged system indexes.,reliability,postgresql
4535,post_auth_delay ,"If nonzero, a delay of this many seconds occurs when a new server process is started, after it conducts the authentication procedure. This is intended to give developers an opportunity to attach to the server process with a debugger. ",debuggability,postgresql
4536,pre_auth_delay ,"If nonzero, a delay of this many seconds occurs just after a new server process is forked, before it conducts the authentication procedure.",security,postgresql
4537,trace_notify,Generates a great amount of debugging output for the LISTEN and NOTIFY commands.,debuggability,postgresql
4538,trace_recovery_messages,Enables logging of recovery-related debugging output that otherwise would not be logged. ,debuggability,postgresql
4539,trace_sort,"If on, emit information about resource usage during sort operations.",debuggability,postgresql
4540,trace_locks,"If on, emit information about lock usage.",debuggability,postgresql
4541,trace_lwlocks,"If on, emit information about lightweight lock usage.",debuggability,postgresql
4542,trace_userlocks ,"If on, emit information about user lock usage. Output is the same as for trace_locks, only for advisory locks.",debuggability,postgresql
4543,trace_lock_oidmin,"If set, do not trace locks for tables below this OID. (use to avoid output on system tables)",debuggability,postgresql
4544,trace_lock_table,Unconditionally trace locks on this table,debuggability,postgresql
4545,debug_deadlocks,"If set, dumps information about all current locks when a deadlock timeout occurs.",debuggability,postgresql
4546,log_btree_build_stats,"If set, logs system resource usage statistics (memory and CPU) on various B-tree operations.",debuggability,postgresql
4547,wal_debug,"If on, emit WAL-related debugging output.",debuggability,postgresql
4548,ignore_checksum_failure,"Detection of a checksum failure during a read normally causes PostgreSQL to report an error, aborting the current transaction. v However, it may allow you to get past the error and retrieve undamaged tuples that might still be present in the table if the block header is still sane. ",reliability,postgresql
4549,zero_damaged_pages,"Setting zero_damaged_pages to on causes the system to instead report a warning, zero out the damaged page in memory, and continue processing. ",debuggability,postgresql
4550,daemonize,By default Redis does not run as a daemon. Use 'yes' if you need it.,others,redis
4551,pidfile,"When running daemonized, Redis writes a pid file in /var/run/redis.pid by default. You can specify a custom pid file location here.",environment,redis
4552,port,"Accept connections on the specified port, default is 6379. If port 0 is specified Redis will not listen on a TCP socket.",environment,redis
4553,bind,"By default Redis listens for connections from all the network interfaces available on the server. It is possible to listen to just one or multiple interfaces using the ""bind"" configuration directive, followed by one or more IP addresses.",environment,redis
4554,unixsocket,"Specify the path for the unix socket that will be used to listen for incoming connections. There is no default, so Redis will not listen on a unix socket when not specified.",environment,redis
4555,timeout,Close the connection after a client is idle for N seconds (0 to disable),reliability,redis
4556,loglevel,Specify the server verbosity level.,debuggability,redis
4557,logfile,Specify the log file name. Also the empty string can be used to force Redis to log on the standard output.,debuggability,redis
4558,syslog-enabled,"To enable logging to the system logger, just set 'syslog-enabled' to yes, and optionally update the other syslog parameters to suit your needs.",debuggability,redis
4559,syslog-ident,Specify the syslog identity.,environment,redis
4560,syslog-facility,Specify the syslog facility. Must be USER or between LOCAL0-LOCAL7.,environment,redis
4561,databases,Set the number of databases.,others,redis
4562,save,Save the DB on disk,others,redis
4563,rdbcompression,Compress string objects using LZF when dump .rdb databases,others,redis
4564,rdbchecksum,"This makes the format more resistant to corruption but there is a performance hit to pay (around 10%) when saving and loading RDB files, so you can disable it for maximum performances.",performance,redis
4565,dbfilename,The filename where to dump the DB,environment,redis
4566,dir,The working directory.,environment,redis
4567,slaveof,Master-Slave replication. Use slaveof to make a Redis instance a copy of another Redis server.,reliability,redis
4568,masterauth,"If the master is password protected (using the ""requirepass"" configuration directive below) it is possible to tell the slave to authenticate before starting the replication synchronization process, otherwise the master will refuse the slave request.",security,redis
4569,slave-read-only,read only slaves are not designed to be exposed to untrusted clients on the internet. It's just a protection layer against misuse of the instance.,security,redis
4570,repl-ping-slave-period,Slaves send PINGs to server in a predefined interval.,reliability,redis
4571,repl-timeout,The following option sets the replication timeout.,reliability,redis
4572,repl-disable-tcp-nodelay,Disable TCP_NODELAY on the slave socket after SYNC,reliability,redis
4573,repl-backlog-size,Set the replication backlog size.,reliability,redis
4574,repl-backlog-ttl,"The following option configures the amount of seconds that need to elapse, starting from the time the last slave disconnected, for the backlog buffer to be freed.",reliability,redis
4575,slave-priority,The slave priority is an integer number published by Redis in the INFO output. It is used by Redis Sentinel in order to select a slave to promote into a master if the master is no longer working correctly.,reliability,redis
4576,maxclients,Set the max number of connected clients at the same time.,performance,redis
4577,maxmemory,Don't use more memory than the specified amount of bytes.,reliability,redis
4578,maxmemory-policy,how Redis will select what to remove when maxmemory is reached.,performance,redis
4579,maxmemory-samples,"LRU and minimal TTL algorithms are not precise algorithms but approximated algorithms (in order to save memory), so you can select as well the sample size to check.",performance,redis
4580,appendfilename,The name of the append only file,others,redis
4581,appendfsync,The fsync() call tells the Operating System to actually write data on disk instead to wait for more data in the output buffer.,performance,redis
4582,no-appendfsync-on-rewrite,"If you have latency problems turn this to ""yes"". Otherwise leave it as ""no"" that is the safest pick from the point of view of durability.",security,redis
4583,auto-aof-rewrite-percentage,Redis is able to automatically rewrite the log file implicitly calling BGREWRITEAOF when the AOF log size grows by the specified percentage.,debuggability,redis
4584,auto-aof-rewrite-min-size,"you need to specify a minimal size for the AOF file to be rewritten, this is useful to avoid rewriting the AOF file even if the percentage increase is reached but it is still pretty small.",reliability,redis
4585,lua-time-limit,If the maximum execution time is reached Redis will log that a script is still in execution after the maximum allowed time and will start to reply to queries with an error.,debuggability,redis
4586,slowlog-log-slower-than,"the execution time, in microseconds, to exceed in order for the command to get logged",debuggability,redis
4587,slowlog-max-len,the length of the slow log,debuggability,redis
4588,hash-max-ziplist-entries,"Hashes are encoded using a memory efficient data structure when they have a small number of entries, and the biggest entry does not exceed a given threshold.",reliability,redis
4589,set-max-intset-entries,The following configuration setting sets the limit in the size of the set in order to use this special memory saving encoding.,reliability,redis
4590,activerehashing,Active rehashing uses 1 millisecond every 100 milliseconds of CPU time in order to help rehashing the main Redis hash table,performance,redis
4591,hz,"By default ""hz"" is set to 10. Raising the value will use more CPU when Redis is idle, but at the same time will make Redis more responsive when there are many keys expiring at the same time, and timeouts may be handled with more precision.",performance,redis
4592,aof-rewrite-incremental-fsync,"When a child rewrites the AOF file, if the following option is enabled the file will be fsync-ed every 32 MB of data generated.",reliability,redis
4593,spark.app.name,The name of your application. This will appear in the UI and in log data.,others,spark
4594,spark.driver.cores,"Number of cores to use for the driver process, only in cluster mode.",performance,spark
4595,spark.driver.maxResultSize,"Limit of total size of serialized results of all partitions for each Spark action (e.g.  collect) in bytes. Should be at least 1M, or 0 for unlimited. Jobs will be aborted if the total  size is above this limit. Having a high limit may cause out-of-memory errors in driver (depends on spark.driver.memory and memory overhead of objects in JVM). Setting a proper limit can protect the driver from out-of-memory errors.",reliability,spark
4596,spark.driver.memory,"Amount of memory to use for the driver process, i.e. where SparkContext is initialized, in the same format as JVM memory strings with a size unit suffix (""k"", ""m"", ""g"" or ""t"") (e.g. 512m, 2g). Note: In client mode, this config must not be set through the SparkConf directly in your application, because the driver JVM has already started at that point. Instead, please set this through the --driver-memory command line option or in your default properties file.",performance,spark
4597,spark.driver.memoryOverhead,"The amount of off-heap memory to be allocated per driver in cluster mode, in MiB unless otherwise specified. This is memory that accounts for things like VM overheads, interned strings,  other native overheads, etc. This tends to grow with the container size (typically 6-10%).  This option is currently supported on YARN and Kubernetes.",performance,spark
4598,spark.executor.memory,"Amount of memory to use per executor process, in the same format as JVM memory strings with a size unit suffix (""k"", ""m"", ""g"" or ""t"") (e.g. 512m, 2g).",performance,spark
4599,spark.executor.pyspark.memory,"The amount of memory to be allocated to PySpark in each executor, in MiB unless otherwise specified.  If set, PySpark memory for an executor will be limited to this amount. If not set, Spark will not limit Python's memory use and it is up to the application to avoid exceeding the overhead memory space shared with other non-JVM processes. When PySpark is run in YARN or Kubernetes, this memory is added to executor resource requests. NOTE: Python memory usage may not be limited on platforms that do not support resource limiting, such as Windows.",performance,spark
4600,spark.executor.memoryOverhead,"The amount of off-heap memory to be allocated per executor, in MiB unless otherwise specified. This is memory that accounts for things like VM overheads, interned strings, other native  overheads, etc. This tends to grow with the executor size (typically 6-10%). This option is currently supported on YARN and Kubernetes.",performance,spark
4601,spark.extraListeners,"A comma-separated list of classes that implement SparkListener; when initializing SparkContext, instances of these classes will be created and registered with Spark's listener bus.  If a class has a single-argument constructor that accepts a SparkConf, that constructor will be called; otherwise, a zero-argument constructor will be called. If no valid constructor can be found, the SparkContext creation will fail with an exception.",environment,spark
4602,spark.local.dir,"Directory to use for ""scratch"" space in Spark, including map output files and RDDs that get stored on disk. This should be on a fast, local disk in your system. It can also be a comma-separated list of multiple directories on different disks. NOTE: In Spark 1.0 and later this will be overridden by SPARK_LOCAL_DIRS (Standalone), MESOS_SANDBOX (Mesos) or LOCAL_DIRS (YARN) environment variables set by the cluster manager.",environment,spark
4603,spark.logConf,Logs the effective SparkConf as INFO when a SparkContext is started.,debuggability,spark
4604,spark.master,The cluster manager to connect to. See the list of allowed master URL's.,environment,spark
4605,spark.submit.deployMode,"The deploy mode of Spark driver program, either ""client"" or ""cluster"", Which means to launch driver program locally (""client"") or remotely (""cluster"") on one of the nodes inside the cluster.",others,spark
4606,spark.log.callerContext,"Application information that will be written into Yarn RM log/HDFS audit log when running on Yarn/HDFS. Its length depends on the Hadoop configuration hadoop.caller.context.max.size. It should be concise, and typically can have up to 50 characters.",debuggability,spark
4607,spark.driver.supervise,"If true, restarts the driver automatically if it fails with a non-zero exit status. Only has effect in Spark standalone mode or Mesos cluster deploy mode.",reliability,spark
4608,spark.driver.extraClassPath,"Extra classpath entries to prepend to the classpath of the driver. Note: In client mode, this config must not be set through the SparkConf directly in your application, because the driver JVM has already started at that point. Instead, please set this through the --driver-class-path command line option or in your default properties file.",environment,spark
4609,spark.driver.extraJavaOptions,"A string of extra JVM options to pass to the driver. For instance, GC settings or other logging. Note that it is illegal to set maximum heap size (-Xmx) settings with this option. Maximum heap size settings can be set with spark.driver.memory in the cluster mode and through the --driver-memory command line option in the client mode. Note: In client mode, this config must not be set through the SparkConf directly in your application, because the driver JVM has already started at that point. Instead, please set this through the --driver-java-options command line option or in your default properties file.",others,spark
4610,spark.driver.extraLibraryPath,"Set a special library path to use when launching the driver JVM. Note: In client mode, this config must not be set through the SparkConf directly in your application, because the driver JVM has already started at that point. Instead, please set this through the --driver-library-path command line option or in your default properties file.",environment,spark
4611,spark.driver.userClassPathFirst,(Experimental) Whether to give user-added jars precedence over Spark's own jars when loading classes in the driver. This feature can be used to mitigate conflicts between Spark's dependencies and user dependencies. It is currently an experimental feature. This is used in cluster mode only.,environment,spark
4612,spark.executor.extraClassPath,Extra classpath entries to prepend to the classpath of executors. This exists primarily for backwards-compatibility with older versions of Spark. Users typically should not need to set this option.,environment,spark
